Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
332,US-2023-1176,2023-11-17,2023-11-23,Standard Class,CUST-0113,Richard Lopez,Consumer,Newark,New Jersey,East,Office Supplies,Binders,Wilson Jones Binder,6,0,518.28,149.62
333,US-2023-1176,2023-11-17,2023-11-23,Standard Class,CUST-0113,Richard Lopez,Consumer,Newark,New Jersey,East,Furniture,Bookcases,Sauder Library Bookcase,7,0.3,1320.5,-123.9
334,US-2023-1176,2023-11-17,2023-11-23,Standard Class,CUST-0113,Richard Lopez,Consumer,Newark,New Jersey,East,Technology,Machines,Canon Imageclass Printer,7,0.2,14279.5,-205.43
335,US-2024-1177,2024-01-12,2024-01-15,Standard Class,CUST-0316,Linda Jones,Corporate,San Diego,California,West,Office Supplies,Storage,Sterilite File Box,9,0.15,210.76,15.32
336,US-2024-1177,2024-01-12,2024-01-15,Standard Class,CUST-0316,Linda Jones,Corporate,San Diego,California,West,Office Supplies,Supplies,Stanley Bostitch Stapler,6,0.15,74.56,2.61
337,US-2023-1178,2023-05-23,2023-05-26,Standard Class,CUST-0163,Nancy Thomas,Corporate,Boston,Massachusetts,East,Office Supplies,Binders,Wilson Jones Binder,6,0,518.94,76.96
338,US-2023-1178,2023-05-23,2023-05-26,Standard Class,CUST-0163,Nancy Thomas,Corporate,Boston,Massachusetts,East,Technology,Copiers,Hewlett Packard Copier,6,0.15,4064.34,770.08
339,US-2025-1179,2025-08-05,2025-08-10,Second Class,CUST-0184,William Rodriguez,Corporate,Detroit,Michigan,Central,Office Supplies,Labels,Avery Address Labels,9,0.15,57.38,9.56
340,US-2023-1180,2023-06-04,2023-06-06,First Class,CUST-0260,Elizabeth Taylor,Home Office,New York City,New York,East,Technology,Accessories,Logitech Mouse,9,0.3,562.46,25.27
341,US-2023-1180,2023-06-04,2023-06-06,First Class,CUST-0260,Elizabeth Taylor,Home Office,New York City,New York,East,Office Supplies,Binders,Wilson Jones Binder,7,0.2,134.29,23.27
342,US-2024-1181,2024-08-18,2024-08-21,Standard Class,CUST-0238,Karen Jones,Home Office,Atlanta,Georgia,South,Furniture,Chairs,Global Deluxe Chair,9,0,1144.8,104.85
343,US-2023-1182,2023-10-27,2023-11-03,Standard Class,CUST-0375,Robert Wilson,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,Avery Shipping Labels,4,0,12.8,3.8
344,US-2023-1182,2023-10-27,2023-11-03,Standard Class,CUST-0375,Robert Wilson,Corporate,Charlotte,North Carolina,South,Office Supplies,Supplies,Stanley Bostitch Stapler,1,0.15,6.79,0.24
345,US-2023-1182,2023-10-27,2023-11-03,Standard Class,CUST-0375,Robert Wilson,Corporate,Charlotte,North Carolina,South,Technology,Machines,Lexmark Printer,9,0,14948.28,1863.0
346,US-2023-1183,2023-06-09,2023-06-15,Standard Class,CUST-0129,Michael Moore,Corporate,Dallas,Texas,Central,Technology,Copiers,Hewlett Packard Copier,1,0,2156.8,154.0
347,US-2023-1184,2023-06-07,2023-06-13,Standard Class,CUST-0330,Karen Taylor,Corporate,San Diego,California,West,Office Supplies,Paper,HP Multipurpose Paper,7,0.15,292.98,38.2
348,US-2025-1185,2025-09-07,2025-09-12,Second Class,CUST-0108,Margaret Martin,Home Office,San Antonio,Texas,Central,Office Supplies,Binders,GBC Binding Covers,3,0,175.53,37.4
349,US-2023-1186,2023-04-25,2023-04-28,Same Day,CUST-0133,Betty Wilson,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,Iris Storage Box,2,0.15,105.37,13.47
350,US-2023-1186,2023-04-25,2023-04-28,Same Day,CUST-0133,Betty Wilson,Consumer,Atlanta,Georgia,South,Office Supplies,Art,Boston Pencil Sharpener,3,0.2,135.46,4.8
351,US-2025-1187,2025-11-12,2025-11-16,Standard Class,CUST-0086,Thomas Brown,Home Office,Nashville,Tennessee,South,Office Supplies,Art,Boston Pencil Sharpener,7,0,89.11,17.88
352,US-2025-1187,2025-11-12,2025-11-16,Standard Class,CUST-0086,Thomas Brown,Home Office,Nashville,Tennessee,South,Technology,Copiers,Canon Copier,2,0.3,1339.04,80.28
353,US-2025-1188,2025-12-24,2025-12-30,Standard Class,CUST-0386,Mary Lopez,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,Sterilite File Box,9,0.3,699.05,86.97
354,US-2025-1189,2025-05-28,2025-05-31,Second Class,CUST-0247,David Garcia,Corporate,Charlotte,North Carolina,South,Technology,Phones,Motorola Droid,3,0.2,779.28,138.34
355,US-2025-1189,2025-05-28,2025-05-31,Second Class,CUST-0247,David Garcia,Corporate,Charlotte,North Carolina,South,Furniture,Furnishings,Advantus Wall Clock,4,0.15,54.43,-5.89
356,US-2025-1190,2025-12-06,2025-12-08,Second Class,CUST-0267,Susan Lopez,Consumer,Indianapolis,Indiana,Central,Office Supplies,Fasteners,Staples in Bulk Pack,3,0.1,31.86,3.04
357,US-2025-1190,2025-12-06,2025-12-08,Second Class,CUST-0267,Susan Lopez,Consumer,Indianapolis,Indiana,Central,Office Supplies,Fasteners,Acco Paper Clips,7,0.1,121.97,27.56
358,US-2025-1191,2025-09-15,2025-09-18,Standard Class,CUST-0190,Sandra Williams,Home Office,Miami,Florida,South,Office Supplies,Envelopes,Poly String Envelope,3,0.15,88.31,17.39
359,US-2025-1191,2025-09-15,2025-09-18,Standard Class,CUST-0190,Sandra Williams,Home Office,Miami,Florida,South,Office Supplies,Binders,Avery Durable Binder,4,0.2,154.27,29.34
360,US-2025-1191,2025-09-15,2025-09-18,Standard Class,CUST-0190,Sandra Williams,Home Office,Miami,Florida,South,Office Supplies,Storage,SAFCO Storage Bin,7,0,1690.5,156.83
361,US-2025-1191,2025-09-15,2025-09-18,Standard Class,CUST-0190,Sandra Williams,Home Office,Miami,Florida,South,Furniture,Furnishings,Tenex Chairmat,2,0,127.34,13.02
362,US-2025-1192,2025-02-26,2025-03-03,Standard Class,CUST-0315,Jessica Gonzalez,Home Office,Atlanta,Georgia,South,Furniture,Chairs,Novimex Executive Chair,8,0.2,357.7,36.73
363,US-2025-1192,2025-02-26,2025-03-03,Standard Class,CUST-0315,Jessica Gonzalez,Home Office,Atlanta,Georgia,South,Office Supplies,Art,Newell Highlighters,9,0,342.36,38.47
364,US-2025-1192,2025-02-26,2025-03-03,Standard Class,CUST-0315,Jessica Gonzalez,Home Office,Atlanta,Georgia,South,Furniture,Chairs,Hon Task Chair,3,0,293.28,14.62
365,US-2025-1192,2025-02-26,2025-03-03,Standard Class,CUST-0315,Jessica Gonzalez,Home Office,Atlanta,Georgia,South,Office Supplies,Envelopes,Poly String Envelope,4,0.15,75.34,2.05
366,US-2023-1193,2023-07-04,2023-07-10,Second Class,CUST-0146,Susan Garcia,Home Office,Springfield,Illinois,Central,Office Supplies,Labels,Avery Address Labels,4,0.1,53.03,1.65
367,US-2023-1193,2023-07-04,2023-07-10,Second Class,CUST-0146,Susan Garcia,Home Office,Springfield,Illinois,Central,Furniture,Bookcases,Sauder Library Bookcase,9,0.3,1100.99,33.84
368,US-2024-1194,2024-06-11,2024-06-17,Standard Class,CUST-0295,Betty Jackson,Corporate,Orlando,Florida,South,Office Supplies,Art,Crayola Colored Pencils,8,0.3,274.34,45.4
369,US-2025-1195,2025-09-14,2025-09-16,Second Class,CUST-0133,Betty Wilson,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,Crayola Colored Pencils,7,0.1,422.48,13.7
370,US-2025-1195,2025-09-14,2025-09-16,Second Class,CUST-0133,Betty Wilson,Consumer,Indianapolis,Indiana,Central,Technology,Accessories,Anker Power Bank,2,0.15,218.79,12.14
371,US-2025-1195,2025-09-14,2025-09-16,Second Class,CUST-0133,Betty Wilson,Consumer,Indianapolis,Indiana,Central,Office Supplies,Binders,Acco Binder,6,0.3,147.21,2.54
372,US-2025-1195,2025-09-14,2025-09-16,Second Class,CUST-0133,Betty Wilson,Consumer,Indianapolis,Indiana,Central,Technology,Accessories,SanDisk USB Drive,4,0,327.76,31.58
373,US-2024-1196,2024-04-14,2024-04-17,Standard Class,CUST-0128,Nancy Thomas,Home Office,Charlotte,North Carolina,South,Technology,Copiers,Xerox WorkCentre Copier,1,0.1,2814.93,1.59
374,US-2025-1197,2025-09-14,2025-09-18,First Class,CUST-0318,Paul Brown,Corporate,Detroit,Michigan,Central,Office Supplies,Labels,Avery Shipping Labels,3,0.3,62.08,1.25
375,US-2025-1197,2025-09-14,2025-09-18,First Class,CUST-0318,Paul Brown,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,Avery Durable Binder,9,0.1,590.81,97.6
376,US-2025-1197,2025-09-14,2025-09-18,First Class,CUST-0318,Paul Brown,Corporate,Detroit,Michigan,Central,Office Supplies,Envelopes,Poly String Envelope,3,0,59.76,11.93
377,US-2024-1198,2024-10-08,2024-10-15,Standard Class,CUST-0005,Nancy Moore,Consumer,Nashville,Tennessee,South,Office Supplies,Labels,Avery Address Labels,9,0,84.24,26.08
378,US-2024-1198,2024-10-08,2024-10-15,Standard Class,CUST-0005,Nancy Moore,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,Acco Binder,7,0.15,136.25,14.04
379,US-2025-1199,2025-03-31,2025-04-04,Standard Class,CUST-0231,Barbara Lopez,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Easy-staple Paper,4,0.2,110.88,4.33
380,US-2025-1199,2025-03-31,2025-04-04,Standard Class,CUST-0231,Barbara Lopez,Consumer,Minneapolis,Minnesota,Central,Technology,Accessories,SanDisk USB Drive,1,0.1,58.8,14.05
381,US-2025-1200,2025-11-24,2025-11-30,Standard Class,CUST-0369,Mark Anderson,Corporate,Columbus,Georgia,South,Technology,Phones,Motorola Droid,2,0,1556.32,363.33
382,US-2025-1201,2025-09-02,2025-09-09,Standard Class,CUST-0050,Mark Johnson,Corporate,Newark,New Jersey,East,Office Supplies,Labels,Avery Shipping Labels,1,0,13.53,3.25
383,US-2024-1202,2024-02-12,2024-02-18,Standard Class,CUST-0295,Betty Jackson,Home Office,Phoenix,Arizona,West,Office Supplies,Fasteners,OIC Push Pins,8,0,179.68,25.45
384,US-2024-1202,2024-02-12,2024-02-18,Standard Class,CUST-0295,Betty Jackson,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,GBC Binding Covers,6,0.15,208.34,23.17
385,US-2024-1202,2024-02-12,2024-02-18,Standard Class,CUST-0295,Betty Jackson,Home Office,Phoenix,Arizona,West,Technology,Phones,Samsung Galaxy,6,0,1784.1,183.48
386,US-2024-1202,2024-02-12,2024-02-18,Standard Class,CUST-0295,Betty Jackson,Home Office,Phoenix,Arizona,West,Office Supplies,Envelopes,Globe-Weis Envelope,8,0.3,178.64,24.47
387,US-2025-1203,2025-12-02,2025-12-07,First Class,CUST-0212,Michael Hernandez,Consumer,San Antonio,Texas,Central,Office Supplies,Labels,Hon Label Maker Tape,2,0,15.8,1.48
388,US-2025-1204,2025-08-27,2025-09-02,Standard Class,CUST-0028,Sandra Gonzalez,Consumer,Richmond,Virginia,South,Furniture,Tables,Lesro Conference Table,2,0.3,863.74,-80.03
389,US-2025-1204,2025-08-27,2025-09-02,Standard Class,CUST-0028,Sandra Gonzalez,Consumer,Richmond,Virginia,South,Office Supplies,Labels,Avery Shipping Labels,3,0.2,13.63,-0.04
390,US-2025-1204,2025-08-27,2025-09-02,Standard Class,CUST-0028,Sandra Gonzalez,Consumer,Richmond,Virginia,South,Office Supplies,Fasteners,OIC Push Pins,8,0.1,175.82,17.25
391,US-2025-1205,2025-06-30,2025-07-03,Second Class,CUST-0358,Barbara Gonzalez,Home Office,San Antonio,Texas,Central,Technology,Copiers,Xerox WorkCentre Copier,9,0,13011.75,2145.86
392,US-2025-1205,2025-06-30,2025-07-03,Second Class,CUST-0358,Barbara Gonzalez,Home Office,San Antonio,Texas,Central,Technology,Copiers,Hewlett Packard Copier,6,0,10950.9,357.43
393,US-2025-1206,2025-12-07,2025-12-10,Standard Class,CUST-0177,Richard Brown,Corporate,Detroit,Michigan,Central,Office Supplies,Supplies,Stanley Bostitch Stapler,1,0.2,49.95,6.96
394,US-2025-1206,2025-12-07,2025-12-10,Standard Class,CUST-0177,Richard Brown,Corporate,Detroit,Michigan,Central,Technology,Machines,Canon Imageclass Printer,7,0.1,15672.7,822.41
395,US-2025-1207,2025-03-09,2025-03-14,Standard Class,CUST-0113,Richard Lopez,Corporate,Chicago,Illinois,Central,Technology,Machines,Lexmark Printer,9,0.1,18576.05,3777.82
396,US-2024-1208,2024-01-09,2024-01-12,Standard Class,CUST-0149,Joseph Moore,Consumer,Phoenix,Arizona,West,Office Supplies,Supplies,Fiskars Scissors,6,0,38.7,7.88
397,US-2024-1208,2024-01-09,2024-01-12,Standard Class,CUST-0149,Joseph Moore,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,Easy-staple Paper,5,0.1,45.59,1.46
398,US-2023-1209,2023-07-04,2023-07-07,Standard Class,CUST-0008,James Williams,Corporate,San Diego,California,West,Technology,Machines,Brother Fax Machine,1,0.2,820.13,154.11
399,US-2023-1210,2023-04-25,2023-04-29,Standard Class,CUST-0398,Jennifer Martin,Corporate,Chicago,Illinois,Central,Technology,Machines,Brother Fax Machine,1,0.2,378.56,4.63
400,US-2025-1211,2025-06-26,2025-06-29,Standard Class,CUST-0378,David Gonzalez,Consumer,San Diego,California,West,Office Supplies,Art,Boston Pencil Sharpener,7,0,342.86,51.69
401,US-2025-1211,2025-06-26,2025-06-29,Standard Class,CUST-0378,David Gonzalez,Consumer,San Diego,California,West,Office Supplies,Storage,Fellowes File Cart,5,0,627.5,100.47
402,US-2025-1211,2025-06-26,2025-06-29,Standard Class,CUST-0378,David Gonzalez,Consumer,San Diego,California,West,Furniture,Chairs,Hon Task Chair,4,0,1592.4,-12.99
403,US-2024-1212,2024-07-19,2024-07-25,Standard Class,CUST-0062,Sarah Rodriguez,Corporate,Columbus,Georgia,South,Office Supplies,Supplies,Acme Trimmer,3,0,98.55,10.78
404,US-2024-1212,2024-07-19,2024-07-25,Standard Class,CUST-0062,Sarah Rodriguez,Corporate,Columbus,Georgia,South,Furniture,Tables,Bretford Round Table,1,0,371.52,31.24
405,US-2024-1212,2024-07-19,2024-07-25,Standard Class,CUST-0062,Sarah Rodriguez,Corporate,Columbus,Georgia,South,Furniture,Furnishings,Eldon Desk Lamp,6,0.2,943.73,55.84
406,US-2024-1212,2024-07-19,2024-07-25,Standard Class,CUST-0062,Sarah Rodriguez,Corporate,Columbus,Georgia,South,Technology,Copiers,Xerox WorkCentre Copier,4,0,1516.04,320.04
407,US-2024-1213,2024-05-28,2024-05-30,Second Class,CUST-0249,Richard Johnson,Home Office,Boston,Massachusetts,East,Office Supplies,Binders,Wilson Jones Binder,6,0,403.5,112.11
408,US-2024-1213,2024-05-28,2024-05-30,Second Class,CUST-0249,Richard Johnson,Home Office,Boston,Massachusetts,East,Technology,Accessories,Logitech Mouse,9,0,532.62,51.04
409,US-2025-1214,2025-01-21,2025-01-26,Standard Class,CUST-0001,Daniel Brown,Home Office,Atlanta,Georgia,South,Furniture,Tables,Lesro Conference Table,6,0.15,3423.22,84.69
410,US-2025-1215,2025-03-04,2025-03-07,First Class,CUST-0269,Susan Martin,Home Office,Detroit,Michigan,Central,Office Supplies,Envelopes,Poly String Envelope,6,0.1,38.29,1.79
411,US-2023-1216,2023-09-23,2023-09-26,Standard Class,CUST-0017,Matthew Wilson,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,Poly String Envelope,8,0.15,152.73,11.3
412,US-2025-1217,2025-01-20,2025-01-23,Standard Class,CUST-0311,Margaret Williams,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Adams Carbonless Paper,1,0.15,20.03,4.66
413,US-2025-1217,2025-01-20,2025-01-23,Standard Class,CUST-0311,Margaret Williams,Home Office,Chicago,Illinois,Central,Technology,Phones,Nokia Lumia,5,0.15,2593.26,463.19
414,US-2025-1217,2025-01-20,2025-01-23,Standard Class,CUST-0311,Margaret Williams,Home Office,Chicago,Illinois,Central,Furniture,Chairs,Hon Task Chair,2,0.1,807.91,-34.45
415,US-2025-1218,2025-12-13,2025-12-20,Same Day,CUST-0128,Nancy Thomas,Home Office,Phoenix,Arizona,West,Office Supplies,Paper,Easy-staple Paper,8,0.1,309.96,17.37
416,US-2025-1218,2025-12-13,2025-12-20,Same Day,CUST-0128,Nancy Thomas,Home Office,Phoenix,Arizona,West,Technology,Copiers,Xerox WorkCentre Copier,6,0.1,14757.5,2065.74
417,US-2024-1219,2024-12-22,2024-12-26,Standard Class,CUST-0282,Thomas Martinez,Corporate,Sacramento,California,West,Office Supplies,Fasteners,Bates Stapler,9,0.2,49.82,11.04
418,US-2024-1219,2024-12-22,2024-12-26,Standard Class,CUST-0282,Thomas Martinez,Corporate,Sacramento,California,West,Office Supplies,Supplies,Stanley Bostitch Stapler,7,0,35.07,4.95
419,US-2024-1219,2024-12-22,2024-12-26,Standard Class,CUST-0282,Thomas Martinez,Corporate,Sacramento,California,West,Furniture,Chairs,Harbour Creations Office Chair,1,0,215.18,35.27
420,US-2023-1220,2023-02-14,2023-02-21,Second Class,CUST-0142,Betty Brown,Home Office,Atlanta,Georgia,South,Furniture,Bookcases,Hon 3-Shelf Bookcase,6,0,725.28,125.04
421,US-2023-1220,2023-02-14,2023-02-21,Second Class,CUST-0142,Betty Brown,Home Office,Atlanta,Georgia,South,Office Supplies,Labels,Avery Shipping Labels,2,0.1,32.35,2.73
422,US-2023-1220,2023-02-14,2023-02-21,Second Class,CUST-0142,Betty Brown,Home Office,Atlanta,Georgia,South,Furniture,Tables,Hon Training Table,3,0.3,1008.82,5.76
423,US-2023-1221,2023-07-15,2023-07-21,Second Class,CUST-0329,William Anderson,Corporate,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Bookcase,6,0.1,2176.85,310.34
424,US-2023-1221,2023-07-15,2023-07-21,Second Class,CUST-0329,William Anderson,Corporate,Los Angeles,California,West,Furniture,Chairs,Hon Task Chair,7,0.1,502.55,-5.11
425,US-2023-1222,2023-11-03,2023-11-07,Standard Class,CUST-0258,David Williams,Home Office,Dallas,Texas,Central,Technology,Copiers,Xerox WorkCentre Copier,9,0.1,5129.81,957.18
426,US-2023-1222,2023-11-03,2023-11-07,Standard Class,CUST-0258,David Williams,Home Office,Dallas,Texas,Central,Furniture,Tables,Bretford Round Table,8,0,4388.64,218.54
427,US-2023-1223,2023-06-24,2023-06-29,Second Class,CUST-0257,Richard Hernandez,Corporate,Richmond,Virginia,South,Office Supplies,Art,Boston Pencil Sharpener,7,0,329.35,73.77
428,US-2023-1223,2023-06-24,2023-06-29,Second Class,CUST-0257,Richard Hernandez,Corporate,Richmond,Virginia,South,Technology,Accessories,Belkin Charger,2,0.1,163.58,26.37
429,US-2023-1223,2023-06-24,2023-06-29,Second Class,CUST-0257,Richard Hernandez,Corporate,Richmond,Virginia,South,Office Supplies,Paper,Adams Carbonless Paper,7,0,166.74,26.03
430,US-2023-1224,2023-02-19,2023-02-23,First Class,CUST-0087,Margaret Martinez,Corporate,Portland,Oregon,West,Office Supplies,Supplies,Fiskars Scissors,4,0,79.92,20.73
431,US-2023-1224,2023-02-19,2023-02-23,First Class,CUST-0087,Margaret Martinez,Corporate,Portland,Oregon,West,Technology,Phones,Apple iPhone,4,0.3,2931.32,372.83
432,US-2023-1224,2023-02-19,2023-02-23,First Class,CUST-0087,Margaret Martinez,Corporate,Portland,Oregon,West,Technology,Phones,Google Pixel,2,0.1,679.18,49.56
433,US-2024-1225,2024-03-09,2024-03-12,Standard Class,CUST-0280,Nancy Brown,Home Office,Richmond,Virginia,South,Office Supplies,Binders,Avery Durable Binder,7,0.15,324.63,6.78
434,US-2024-1225,2024-03-09,2024-03-12,Standard Class,CUST-0280,Nancy Brown,Home Office,Richmond,Virginia,South,Furniture,Tables,Lesro Conference Table,5,0.15,525.0,-56.66
435,US-2025-1226,2025-03-06,2025-03-13,First Class,CUST-0139,Nancy Brown,Home Office,Sacramento,California,West,Furniture,Tables,Hon Training Table,4,0.1,3180.35,278.03
436,US-2024-1227,2024-10-08,2024-10-13,Standard Class,CUST-0306,Nancy Martinez,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,Fellowes File Cart,4,0,925.36,178.12
437,US-2024-1227,2024-10-08,2024-10-13,Standard Class,CUST-0306,Nancy Martinez,Home Office,Chicago,Illinois,Central,Technology,Phones,Google Pixel,6,0,2577.54,719.13
438,US-2025-1228,2025-10-23,2025-10-27,First Class,CUST-0032,Charles Miller,Home Office,San Francisco,California,West,Technology,Phones,Nokia Lumia,5,0,1473.05,188.86
439,US-2025-1228,2025-10-23,2025-10-27,First Class,CUST-0032,Charles Miller,Home Office,San Francisco,California,West,Furniture,Furnishings,Eldon Desk Lamp,7,0,416.29,80.19
440,US-2025-1228,2025-10-23,2025-10-27,First Class,CUST-0032,Charles Miller,Home Office,San Francisco,California,West,Technology,Machines,Brother Fax Machine,9,0.15,3818.88,440.16
441,US-2024-1229,2024-02-19,2024-02-22,First Class,CUST-0159,James Gonzalez,Home Office,Orlando,Florida,South,Office Supplies,Binders,GBC Binding Covers,6,0.1,58.1,12.19
442,US-2024-1229,2024-02-19,2024-02-22,First Class,CUST-0159,James Gonzalez,Home Office,Orlando,Florida,South,Office Supplies,Binders,Avery Durable Binder,6,0.1,430.97,57.24
443,US-2024-1229,2024-02-19,2024-02-22,First Class,CUST-0159,James Gonzalez,Home Office,Orlando,Florida,South,Office Supplies,Labels,Avery Address Labels,4,0,19.96,5.2
444,US-2024-1230,2024-06-30,2024-07-06,Second Class,CUST-0291,Barbara Gonzalez,Home Office,Dallas,Texas,Central,Furniture,Bookcases,Hon 3-Shelf Bookcase,3,0.15,652.57,44.38
445,US-2025-1231,2025-02-04,2025-02-07,Standard Class,CUST-0199,Elizabeth Martinez,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,O'Sullivan Bookcase,7,0.15,873.46,-51.79
446,US-2024-1232,2024-02-23,2024-02-25,Second Class,CUST-0091,Anthony Garcia,Corporate,Sacramento,California,West,Technology,Accessories,SanDisk USB Drive,7,0.15,1405.51,247.49
447,US-2024-1232,2024-02-23,2024-02-25,Second Class,CUST-0091,Anthony Garcia,Corporate,Sacramento,California,West,Office Supplies,Envelopes,Poly String Envelope,9,0.3,141.31,20.73
448,US-2025-1233,2025-12-02,2025-12-04,First Class,CUST-0232,Paul Johnson,Corporate,Springfield,Illinois,Central,Office Supplies,Envelopes,Poly String Envelope,1,0.1,21.27,3.99
449,US-2025-1233,2025-12-02,2025-12-04,First Class,CUST-0232,Paul Johnson,Corporate,Springfield,Illinois,Central,Furniture,Tables,Hon Training Table,7,0.2,4509.18,-263.88
450,US-2025-1233,2025-12-02,2025-12-04,First Class,CUST-0232,Paul Johnson,Corporate,Springfield,Illinois,Central,Furniture,Tables,Bretford Round Table,9,0.1,6650.18,475.66
451,US-2023-1234,2023-07-05,2023-07-12,First Class,CUST-0257,Richard Hernandez,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,Acco Binder,7,0,227.43,41.72
452,US-2023-1234,2023-07-05,2023-07-12,First Class,CUST-0257,Richard Hernandez,Consumer,San Antonio,Texas,Central,Technology,Accessories,SanDisk USB Drive,2,0.15,146.66,28.86
453,US-2023-1234,2023-07-05,2023-07-12,First Class,CUST-0257,Richard Hernandez,Consumer,San Antonio,Texas,Central,Technology,Phones,Apple iPhone,2,0.15,1350.62,-11.71
454,US-2023-1234,2023-07-05,2023-07-12,First Class,CUST-0257,Richard Hernandez,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,Acco Binder,9,0.2,268.92,58.64
455,US-2023-1235,2023-11-04,2023-11-07,Second Class,CUST-0075,Thomas Rodriguez,Consumer,Richmond,Virginia,South,Office Supplies,Supplies,Stanley Bostitch Stapler,3,0,41.46,5.0
456,US-2024-1236,2024-06-02,2024-06-04,Standard Class,CUST-0235,Nancy Brown,Corporate,Sacramento,California,West,Office Supplies,Supplies,Fiskars Scissors,4,0.1,176.98,23.46
457,US-2024-1236,2024-06-02,2024-06-04,Standard Class,CUST-0235,Nancy Brown,Corporate,Sacramento,California,West,Furniture,Bookcases,Bush Birmingham Bookcase,9,0.15,1288.72,122.47
458,US-2024-1236,2024-06-02,2024-06-04,Standard Class,CUST-0235,Nancy Brown,Corporate,Sacramento,California,West,Office Supplies,Binders,GBC Binding Covers,1,0,60.53,17.16
459,US-2024-1237,2024-09-03,2024-09-07,Standard Class,CUST-0045,Sarah Davis,Consumer,Houston,Texas,Central,Office Supplies,Binders,Acco Binder,6,0,505.08,73.15
460,US-2025-1238,2025-01-24,2025-01-29,Second Class,CUST-0035,Anthony Martinez,Corporate,Springfield,Illinois,Central,Furniture,Tables,Bush Computer Table,9,0,3773.52,8.54
461,US-2023-1239,2023-04-30,2023-05-02,Standard Class,CUST-0293,Barbara Martinez,Home Office,Phoenix,Arizona,West,Office Supplies,Labels,Avery Shipping Labels,6,0.1,50.06,9.3
462,US-2023-1240,2023-09-23,2023-09-29,Second Class,CUST-0289,Nancy Garcia,Corporate,Atlanta,Georgia,South,Technology,Accessories,Anker Power Bank,4,0,61.8,11.52
463,US-2023-1240,2023-09-23,2023-09-29,Second Class,CUST-0289,Nancy Garcia,Corporate,Atlanta,Georgia,South,Furniture,Chairs,Novimex Executive Chair,7,0,525.14,79.56
464,US-2024-1241,2024-03-10,2024-03-12,Standard Class,CUST-0328,Sarah Martin,Consumer,Orlando,Florida,South,Office Supplies,Fasteners,Staples in Bulk Pack,2,0,35.54,8.92
465,US-2024-1241,2024-03-10,2024-03-12,Standard Class,CUST-0328,Sarah Martin,Consumer,Orlando,Florida,South,Office Supplies,Storage,SAFCO Storage Bin,4,0,357.28,85.07
466,US-2024-1241,2024-03-10,2024-03-12,Standard Class,CUST-0328,Sarah Martin,Consumer,Orlando,Florida,South,Technology,Phones,Samsung Galaxy,8,0.1,1595.52,329.17
467,US-2024-1242,2024-11-17,2024-11-22,First Class,CUST-0212,Michael Hernandez,Home Office,Los Angeles,California,West,Office Supplies,Fasteners,Staples in Bulk Pack,4,0,61.12,18.28
468,US-2024-1243,2024-12-25,2024-12-27,Standard Class,CUST-0077,Nancy Brown,Corporate,Springfield,Illinois,Central,Office Supplies,Binders,Acco Binder,3,0.2,133.42,23.73
469,US-2024-1243,2024-12-25,2024-12-27,Standard Class,CUST-0077,Nancy Brown,Corporate,Springfield,Illinois,Central,Office Supplies,Fasteners,Staples in Bulk Pack,5,0.1,51.84,4.64
470,US-2024-1243,2024-12-25,2024-12-27,Standard Class,CUST-0077,Nancy Brown,Corporate,Springfield,Illinois,Central,Office Supplies,Labels,Avery Address Labels,9,0,94.14,25.06
471,US-2024-1243,2024-12-25,2024-12-27,Standard Class,CUST-0077,Nancy Brown,Corporate,Springfield,Illinois,Central,Technology,Phones,Motorola Droid,9,0.1,696.03,80.05
472,US-2024-1244,2024-01-25,2024-01-29,Standard Class,CUST-0248,Betty Brown,Home Office,Sacramento,California,West,Furniture,Bookcases,Bush Birmingham Bookcase,4,0.1,1233.29,109.05
473,US-2024-1244,2024-01-25,2024-01-29,Standard Class,CUST-0248,Betty Brown,Home Office,Sacramento,California,West,Office Supplies,Storage,Iris Storage Box,1,0.1,157.4,8.15
474,US-2024-1244,2024-01-25,2024-01-29,Standard Class,CUST-0248,Betty Brown,Home Office,Sacramento,California,West,Office Supplies,Storage,Fellowes File Cart,9,0.15,1483.18,23.17
475,US-2024-1245,2024-10-01,2024-10-08,Standard Class,CUST-0108,Margaret Martin,Corporate,San Diego,California,West,Office Supplies,Supplies,Acme Trimmer,2,0,50.9,5.02
